Property Type,District,Mukim,Scheme Name/Area,"Month, Year of Transaction Date",Tenure,Land Area,Unit,Main Floor Area,Transaction Price
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,TAMAN SINN,August 2022,Freehold,94.015,sq.m,65.96,300000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,TAMAN SINN,August 2022,Freehold,308.149,sq.m,84.43,450000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,TAMAN SINN,August 2022,Freehold,315.21,sq.m,101.26,520000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,TAMAN TENGKERA,May 2022,Freehold,89.649,sq.m,66.8,260000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,TAMAN TENGKERA,August 2022,Freehold,126.623,sq.m,66.797,280000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bdr Melaka,TAMAN TENGKERA,October 2022,Freehold,209.49,sq.m,66.8,280000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bertam,TAMAN BERTAM MALIM,December 2022,Freehold,224,sq.m,91.97,290000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bertam,TAMAN BERTAM RIA,March 2022,Freehold,166,sq.m,83.61,260000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bertam,TAMAN BERTAM RIA,April 2022,Freehold,133,sq.m,81.76,233000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bertam,TAMAN BERTAM RIA,December 2022,Freehold,143,sq.m,78.64,310000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bertam,TAMAN CHENG RIA,June 2022,Leasehold,143,sq.m,79.52,300000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bertam,TAMAN GADONG PERDANA(GADONG UTAMA SEC.1),February 2022,Freehold,131,sq.m,78.64,280000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bertam,TAMAN GADONG PERDANA(GADONG UTAMA SEC.1),March 2022,Freehold,299,sq.m,78.64,380000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bertam,TAMAN GADONG PERDANA(GADONG UTAMA SEC.1),April 2022,Leasehold,121,sq.m,78.68,330000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bertam,TAMAN GADONG PERDANA(GADONG UTAMA SEC.1),April 2022,Leasehold,121,sq.m,78.68,321000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bertam,TAMAN GADONG PERDANA(GADONG UTAMA SEC.1),May 2022,Freehold,130,sq.m,78.64,230000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bertam,TAMAN GADONG PERDANA(GADONG UTAMA SEC.1),August 2022,Freehold,130,sq.m,78.64,290000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bertam,TAMAN GADONG PERDANA(GADONG UTAMA SEC.1),September 2022,Freehold,130,sq.m,78.64,260000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bertam,TAMAN GADONG PERDANA(GADONG UTAMA SEC.1),September 2022,Freehold,141,sq.m,78.64,270000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bertam,TAMAN GADONG PERDANA(GADONG UTAMA SEC.1),September 2022,Leasehold,121,sq.m,78.68,350000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bertam,TAMAN GADONG UTAMA(BERTAM PERDANA),February 2022,Leasehold,189,sq.m,71.51,220000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bertam,TAMAN GADONG UTAMA(BERTAM PERDANA),September 2022,Leasehold,130,sq.m,78.85,355000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bertam,TAMAN GADONG UTAMA(BERTAM PERDANA),September 2022,Leasehold,143,sq.m,86.5,333000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bertam,TAMAN GADONG UTAMA(BERTAM PERDANA),December 2022,Freehold,121,sq.m,83.59,240000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bertam,TAMAN SAGA,March 2022,Freehold,130,sq.m,83.75,250000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bertam,TAMAN SAGA,November 2022,Freehold,111,sq.m,70.37,230000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN BAHAGIA (BKT BARU),May 2022,Freehold,143,sq.m,75.25,330000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN BAHAGIA (BKT BARU),December 2022,Freehold,155,sq.m,62.83,250000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN BKT BERUANG,February 2022,Freehold,297,sq.m,68.75,320000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN BKT BERUANG,March 2022,Freehold,111,sq.m,68.75,230000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN BKT BERUANG,April 2022,Freehold,378,sq.m,82.87,580000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN BKT BERUANG,June 2022,Freehold,111,sq.m,68.75,273000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN BKT BERUANG,September 2022,Freehold,133,sq.m,68.75,310000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN BKT BERUANG,September 2022,Freehold,143,sq.m,82.87,220000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN BKT BERUANG (EMERALD PARK),May 2022,Freehold,143,sq.m,82.87,290000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN BKT BERUANG UTAMA,June 2022,Freehold,121,sq.m,72.46,250000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN BKT BERUANG UTAMA,August 2022,Freehold,130,sq.m,72.46,250000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN BKT BERUANG UTAMA,September 2022,Freehold,121,sq.m,72.46,373000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN BKT BERUANG UTAMA,September 2022,Freehold,121,sq.m,72.46,268888
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN BKT BERUANG UTAMA,December 2022,Freehold,121,sq.m,72.46,310000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN BKT MELAKA,June 2022,Freehold,143,sq.m,85.84,320000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN BKT MELAKA,June 2022,Freehold,143,sq.m,89.93,305000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN BKT MELAKA,July 2022,Freehold,143,sq.m,89.93,280000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN BKT MELAKA,December 2022,Freehold,143,sq.m,85.84,415000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN BUNGA RAYA,March 2022,Leasehold,145,sq.m,77.12,270000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN BUNGA RAYA,August 2022,Leasehold,140,sq.m,77.12,250000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN BUNGA RAYA,December 2022,Leasehold,121,sq.m,77.12,320000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN DAHLIA (BKT BARU),July 2022,Freehold,111,sq.m,110.56,250000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN DATO' PALEMBANG,May 2022,Freehold,148.6,sq.m,73.39,350000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN DATO' PALEMBANG,October 2022,Freehold,148.6,sq.m,73.39,298000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN DATO' PALEMBANG,November 2022,Freehold,148.6,sq.m,73.39,300000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN DESA INDAH,August 2022,Freehold,143,sq.m,83.8,230000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN HARTA PERTAMA,July 2022,Freehold,123,sq.m,76.64,330000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN HARTA PERTAMA,September 2022,Freehold,123,sq.m,81.75,285000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN INDAH (BKT BARU),March 2022,Freehold,166,sq.m,83.98,300000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN INDAH (BKT BARU),May 2022,Freehold,182,sq.m,83.8,250000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN INDAH SEK.3(PEC.LOT 575),May 2022,Freehold,143,sq.m,76.23,240000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN INDAH SEK.3(PEC.LOT 575),May 2022,Freehold,187,sq.m,76.16,301000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN KEDUA,October 2022,Freehold,296.258,sq.m,142.14,400000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN KERJASAMA,February 2022,Freehold,143.066,sq.m,84,295000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN KERJASAMA,May 2022,Freehold,143,sq.m,77.67,255000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN KERJASAMA,June 2022,Freehold,143,sq.m,75.62,365000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN KERJASAMA,June 2022,Freehold,301,sq.m,75.62,485000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN KERJASAMA,August 2022,Freehold,143,sq.m,76.6,360000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN KERJASAMA,August 2022,Freehold,264,sq.m,77.67,485000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN KERJASAMA,September 2022,Freehold,143,sq.m,75.62,330000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN KERJASAMA,September 2022,Freehold,143,sq.m,75.62,310000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN KERJASAMA,October 2022,Freehold,143,sq.m,75.62,410000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN KERJASAMA,October 2022,Freehold,144,sq.m,75.62,290000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN KERJASAMA,October 2022,Freehold,144,sq.m,101.17,360000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN KERJASAMA,November 2022,Freehold,143,sq.m,75.62,350000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN KERJASAMA,December 2022,Freehold,142,sq.m,75.62,320000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN KERJASAMA,December 2022,Freehold,143,sq.m,77.67,360000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN KERJASAMA 1,April 2022,Freehold,167,sq.m,76.6,280000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN KERJASAMA 1,June 2022,Freehold,143,sq.m,90.95,310000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN KERJASAMA 1,October 2022,Freehold,111,sq.m,76.6,230000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN MELAWIS,August 2022,Freehold,111,sq.m,75.85,245000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN MERAK (P.LOT 1717),June 2022,Freehold,121,sq.m,83.31,250000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN MERAK (P.LOT 1717),June 2022,Leasehold,212,sq.m,74.3,285000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN MERBOK,April 2022,Freehold,164,sq.m,93.64,260000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN MERBOK,July 2022,Freehold,130,sq.m,69.61,320000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN SENTOSA (MCL),March 2022,Freehold,145,sq.m,94.39,300000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN SERI INTAN,January 2022,Freehold,130,sq.m,86.21,310000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN SEROJA,March 2022,Freehold,163,sq.m,73.35,290000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN TASIK UTAMA,July 2022,Leasehold,212,sq.m,82.56,330000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN TASIK UTAMA,August 2022,Leasehold,143,sq.m,81.21,275000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TAMAN TASIK UTAMA,October 2022,Leasehold,143,sq.m,82.56,270000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN AIR KEROH FASA 1-3,January 2022,Leasehold,164,sq.m,95.87,250000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN AIR KEROH FASA 1-3,February 2022,Leasehold,163,sq.m,95.87,198000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN AIR KEROH FASA 1-3,April 2022,Leasehold,163,sq.m,95.88,300000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN AIR KEROH FASA 1-3,June 2022,Leasehold,163,sq.m,95.87,362000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN AIR KEROH FASA 1-3,June 2022,Leasehold,163,sq.m,95.88,280000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN AIR KEROH FASA 1-3,July 2022,Leasehold,143,sq.m,89.13,230000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN AIR KEROH FASA 1-3,October 2022,Leasehold,143,sq.m,89.93,200000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN AIR KEROH FASA 1-3,November 2022,Leasehold,163,sq.m,95.88,280000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN AIR KEROH FASA 4,March 2022,Leasehold,143,sq.m,80.73,250000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN AIR KEROH FASA 4,April 2022,Leasehold,196,sq.m,78.03,260000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN BKT KATIL DAMAI,March 2022,Leasehold,143,sq.m,85.97,340000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN BKT KATIL DAMAI,March 2022,Leasehold,143,sq.m,85.97,300000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN BKT KATIL DAMAI,March 2022,Leasehold,143,sq.m,85.97,280000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN BKT KATIL DAMAI,May 2022,Leasehold,178,sq.m,105.21,310000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN BKT KATIL DAMAI,May 2022,Leasehold,178,sq.m,107.78,350000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN BKT KATIL DAMAI,May 2022,Leasehold,181,sq.m,114.75,350000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN BKT KATIL DAMAI,June 2022,Leasehold,263,sq.m,107.38,350000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN BKT KATIL DAMAI,September 2022,Freehold,130,sq.m,79.79,280000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN BKT KATIL DAMAI,December 2022,Leasehold,156,sq.m,109.26,350000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN BKT KATIL HEIGHTS(TAMAN PUNCAK),January 2022,Freehold,137,sq.m,74.88,240000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN BKT KATIL HEIGHTS(TAMAN PUNCAK),July 2022,Freehold,130,sq.m,74.88,250000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN BKT KATIL INDAH,July 2022,Freehold,163,sq.m,71.51,265000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN BKT KATIL INDAH,August 2022,Freehold,111,sq.m,69.74,205000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN BKT KATIL INDAH,August 2022,Freehold,145,sq.m,83.79,273000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN BKT KATIL INDAH,November 2022,Freehold,107,sq.m,69.74,220000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN BKT KATIL INDAH,November 2022,Freehold,130,sq.m,90.95,270000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN BKT KATIL INDAH,November 2022,Freehold,130,sq.m,90.95,260000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN BKT KATIL INDAH,November 2022,Freehold,143,sq.m,90.95,280000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN BKT KATIL KENARI,July 2022,Freehold,107,sq.m,74.32,250000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN MERAK (P.LOT 1717),December 2022,Freehold,259,sq.m,94.05,370000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN MERAK MAS,January 2022,Freehold,121,sq.m,70.08,200000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN MERAK MAS,February 2022,Leasehold,117,sq.m,74.37,180000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN MERAK MAS,March 2022,Freehold,132,sq.m,70.14,250000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN MERAK MAS,August 2022,Leasehold,123,sq.m,70.58,260000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN MERAK MAS,September 2022,Freehold,207,sq.m,77.97,234000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN MERAK MAS,October 2022,Leasehold,122,sq.m,74.37,160000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN MERAK MAS,October 2022,Leasehold,148,sq.m,70.58,280000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN MERBOK,April 2022,Freehold,157,sq.m,71.81,250000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN MERBOK,May 2022,Freehold,130,sq.m,71.81,180000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN MERBOK,May 2022,Freehold,148,sq.m,77.78,260000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN MUZAFFAR HEIGHTS,July 2022,Leasehold,126,sq.m,89,330000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN MUZAFFAR HEIGHTS,October 2022,Leasehold,126,sq.m,85,250000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN MUZAFFAR SHAH,January 2022,Leasehold,143,sq.m,73.9,250000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN MUZAFFAR SHAH,February 2022,Leasehold,143,sq.m,123.19,390000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN MUZAFFAR SHAH,March 2022,Leasehold,133,sq.m,73.86,250000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN MUZAFFAR SHAH,March 2022,Leasehold,341,sq.m,103.56,400000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN MUZAFFAR SHAH,April 2022,Leasehold,143,sq.m,123.99,390000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN MUZAFFAR SHAH,April 2022,Leasehold,144,sq.m,77.67,220000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN MUZAFFAR SHAH,May 2022,Leasehold,143,sq.m,73.58,200000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN MUZAFFAR SHAH,June 2022,Leasehold,143,sq.m,77.66,200000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN MUZAFFAR SHAH,July 2022,Leasehold,133,sq.m,73.86,200000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN MUZAFFAR SHAH,August 2022,Leasehold,143,sq.m,77.66,280000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN MUZAFFAR SHAH,August 2022,Leasehold,143,sq.m,79.49,220000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN MUZAFFAR SHAH,September 2022,Leasehold,143,sq.m,77.67,240000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN MUZAFFAR SHAH,September 2022,Leasehold,171,sq.m,79.49,235000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN MUZAFFAR SHAH,October 2022,Leasehold,143,sq.m,77.67,299000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN MUZAFFAR SHAH,October 2022,Leasehold,143,sq.m,77.67,280000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN MUZAFFAR SHAH,December 2022,Leasehold,143,sq.m,74.49,250000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN MUZAFFAR SHAH,December 2022,Leasehold,143,sq.m,123.19,390000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN SAUJANA INDAH,January 2022,Freehold,156,sq.m,95.95,330000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN SAUJANA INDAH,January 2022,Freehold,156,sq.m,111.48,395000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN SAUJANA INDAH,January 2022,Freehold,156,sq.m,111.48,350000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN SAUJANA INDAH,January 2022,Freehold,332,sq.m,111.48,450000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN SAUJANA INDAH,January 2022,Freehold,382,sq.m,111.48,580000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN SAUJANA INDAH,March 2022,Freehold,121,sq.m,70.6,210000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN SAUJANA INDAH,May 2022,Freehold,144,sq.m,65.03,330000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN SAUJANA INDAH,June 2022,Freehold,130,sq.m,65.03,380000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN SAUJANA INDAH,July 2022,Freehold,121,sq.m,70.6,240000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN SAUJANA INDAH,July 2022,Freehold,130,sq.m,75.76,250000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN SAUJANA INDAH,August 2022,Freehold,156,sq.m,111.48,395000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN SAUJANA INDAH,August 2022,Freehold,156,sq.m,111.48,365000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN SAUJANA INDAH,August 2022,Freehold,263,sq.m,79.99,320000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN SAUJANA INDAH,August 2022,Freehold,331,sq.m,73.76,300000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN SAUJANA INDAH,November 2022,Freehold,121,sq.m,70.6,280000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN SAUJANA PERMAI,January 2022,Leasehold,191,sq.m,109.73,385000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN SAUJANA PERMAI,January 2022,Leasehold,191,sq.m,109.73,328000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN SAUJANA PERMAI,May 2022,Leasehold,143,sq.m,92.14,340000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN SAUJANA PERMAI,May 2022,Leasehold,143,sq.m,92.14,280000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN SAUJANA SEC.3,June 2022,Leasehold,111,sq.m,58.53,170000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN SAUJANA SEC.3,November 2022,Leasehold,111,sq.m,58.53,180000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN SAUJANA SEC.3,December 2022,Leasehold,121,sq.m,71.91,230000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN SAUJANA SEKSYEN 1,October 2022,Freehold,143,sq.m,92.14,300000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN SAUJANA SEKSYEN 2 (TAMAN SETIA),March 2022,Freehold,154,sq.m,79.89,280000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN SAUJANA SEKSYEN 2 (TAMAN SETIA),May 2022,Freehold,111,sq.m,70.17,260000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN SAUJANA SEKSYEN 2 (TAMAN SETIA),June 2022,Freehold,158,sq.m,79.89,280000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN SAUJANA SEKSYEN 2 (TAMAN SETIA),August 2022,Freehold,111,sq.m,70.17,238000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN SAUJANA SEKSYEN 2 (TAMAN SETIA),October 2022,Freehold,111,sq.m,74.32,250000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN TASIK UTAMA,April 2022,Leasehold,143,sq.m,81.21,280000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN TASIK UTAMA,May 2022,Leasehold,143,sq.m,81.21,280000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN TASIK UTAMA,May 2022,Leasehold,143,sq.m,82.56,330000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN TASIK UTAMA,August 2022,Leasehold,130,sq.m,85.9,280000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN TASIK UTAMA,August 2022,Leasehold,130,sq.m,85.9,220000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN TASIK UTAMA,August 2022,Leasehold,143,sq.m,82.56,310000
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN TASIK UTAMA,October 2022,Leasehold,143,sq.m,81.21,290000
