Property Type,District,Mukim,Scheme Name/Area,"Month, Year of Transaction Date",Tenure,Land Area,Unit,Main Floor Area,Transaction Price
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN BKT KATIL DAMAI,November 2022,Leasehold,134,sq.m,165.29,438800
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN BKT KATIL DAMAI F2,March 2022,Leasehold,178,sq.m,207.54,456000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN BKT KATIL INDAH,April 2022,Leasehold,130,sq.m,124.83,300000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN BKT KATIL INDAH,July 2022,Leasehold,130,sq.m,124.83,380000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN BKT KATIL INDAH,August 2022,Leasehold,130,sq.m,124.83,300000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN MERAK MAS,February 2022,Freehold,156,sq.m,132.11,380000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN MERAK MAS,August 2022,Freehold,195,sq.m,132.11,400000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN MERAK MAS,December 2022,Freehold,156,sq.m,132.11,365000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN MUZAFFAR HEIGHTS,March 2022,Leasehold,143,sq.m,205.52,440000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN MUZAFFAR HEIGHTS,June 2022,Leasehold,143,sq.m,150.73,535000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN MUZAFFAR HEIGHTS,July 2022,Leasehold,143,sq.m,157.11,600000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN MUZAFFAR HEIGHTS,August 2022,Leasehold,130,sq.m,134.72,415000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN MUZAFFAR HEIGHTS,September 2022,Leasehold,130,sq.m,134.72,425000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN MUZAFFAR HEIGHTS,October 2022,Leasehold,143,sq.m,205.52,530000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN OZANA IMPIAN,January 2022,Leasehold,143,sq.m,128.38,335000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN OZANA IMPIAN,February 2022,Leasehold,143,sq.m,128.38,295000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN OZANA IMPIAN,March 2022,Leasehold,233,sq.m,128.38,480000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN OZANA IMPIAN,May 2022,Leasehold,143,sq.m,128.38,385000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN OZANA IMPIAN,July 2022,Leasehold,143,sq.m,128.38,330000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN OZANA IMPIAN,August 2022,Leasehold,143,sq.m,128.38,310000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN OZANA IMPIAN,October 2022,Leasehold,143,sq.m,128.38,400000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN OZANA IMPIAN,October 2022,Leasehold,143,sq.m,128.38,320000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN SAUJANA INDAH,March 2022,Freehold,143,sq.m,138.4,430000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN SAUJANA INDAH,May 2022,Freehold,121,sq.m,157.65,400000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN SAUJANA INDAH,May 2022,Freehold,154,sq.m,138.4,350000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN SAUJANA INDAH,June 2022,Freehold,143,sq.m,138.4,410000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN SAUJANA SEC.3,July 2022,Leasehold,82,sq.m,87.33,200000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN SAUJANA SEC.3,December 2022,Leasehold,82,sq.m,87.33,200000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN SAUJANA SEKSYEN 2 (TAMAN SETIA),July 2022,Freehold,121,sq.m,141.77,355000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN TASIK UTAMA,February 2022,Leasehold,130,sq.m,148.64,360000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN TASIK UTAMA,February 2022,Leasehold,130,sq.m,148.7,310000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN TASIK UTAMA,March 2022,Leasehold,130,sq.m,118.45,400000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN TASIK UTAMA,May 2022,Leasehold,130,sq.m,148.64,350000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN TASIK UTAMA,June 2022,Leasehold,153,sq.m,118.4,280000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN TASIK UTAMA,August 2022,Leasehold,130,sq.m,148.64,370000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN TUN RAHAH FASA 1,March 2022,Leasehold,143,sq.m,121.33,350000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,TAMAN TUN RAHAH FASA 1,August 2022,Leasehold,143,sq.m,121.33,290000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,THE OZANA RESIDENCES,February 2022,Leasehold,173,sq.m,128.38,530000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,THE OZANA RESIDENCES,April 2022,Leasehold,173,sq.m,128.38,620000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,THE OZANA RESIDENCES,April 2022,Leasehold,370,sq.m,128.38,790000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,THE OZANA RESIDENCES,May 2022,Leasehold,184,sq.m,111.48,505000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,THE OZANA RESIDENCES,July 2022,Leasehold,173,sq.m,128.38,565000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,THE OZANA RESIDENCES,July 2022,Leasehold,173,sq.m,128.38,515000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,THE OZANA RESIDENCES,August 2022,Leasehold,173,sq.m,128.38,660000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,THE OZANA RESIDENCES,August 2022,Leasehold,173,sq.m,128.38,630000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,THE OZANA RESIDENCES,September 2022,Leasehold,173,sq.m,128.38,630000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,THE OZANA RESIDENCES,September 2022,Leasehold,173,sq.m,128.38,620000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,THE OZANA RESIDENCES,October 2022,Leasehold,410,sq.m,128.38,705000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Katil,THE OZANA RESIDENCES,December 2022,Leasehold,173,sq.m,128.38,560000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Piatu,TAMAN BKT PIATU MUTIARA,February 2022,Leasehold,143,sq.m,185.27,475000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Piatu,TAMAN BKT PIATU MUTIARA,March 2022,Leasehold,112,sq.m,178.82,370000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Piatu,TAMAN BKT PIATU MUTIARA,November 2022,Leasehold,143,sq.m,183.96,543000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Rambai,TAMAN AIR SALAK,February 2022,Freehold,351,sq.m,130.06,426000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Rambai,TAMAN NIRWANA,October 2022,Leasehold,111,sq.m,118.45,290000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Rambai,TAMAN RAMBAI INDAH,January 2022,Freehold,240,sq.m,93.24,250000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Rambai,TAMAN SAYA  (NIRWANA),March 2022,Freehold,111,sq.m,111.48,280000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Rambai,TAMAN SAYA  (NIRWANA),March 2022,Freehold,111,sq.m,111.48,200000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Rambai,TAMAN SAYA  (NIRWANA),August 2022,Freehold,143,sq.m,147.15,300000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bkt Rambai,TAMAN SERI RAMBAI 1,November 2022,Freehold,82,sq.m,83.24,160000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN BATU BERENDAM PUTRA,June 2022,Leasehold,225,sq.m,99.742,530000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN BATU BERENDAM PUTRA,October 2022,Leasehold,131,sq.m,99.74,300000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN BERENDAM,November 2022,Freehold,144,sq.m,147.16,350000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN DATO' TAMBY CHIK KARIM F4C,October 2022,Leasehold,145,sq.m,89.19,260000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN DATOK TAMBY CHIK KARIM,February 2022,Leasehold,89,sq.m,74.69,200000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN DATOK TAMBY CHIK KARIM,February 2022,Leasehold,89,sq.m,89.19,200000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN DATOK TAMBY CHIK KARIM,March 2022,Leasehold,89,sq.m,78.41,180000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN DATOK TAMBY CHIK KARIM,March 2022,Leasehold,89,sq.m,89.19,200000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN DATOK TAMBY CHIK KARIM,April 2022,Leasehold,89,sq.m,89.19,280000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN DATOK TAMBY CHIK KARIM,May 2022,Leasehold,89,sq.m,89.19,270000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN DATOK TAMBY CHIK KARIM,May 2022,Leasehold,89,sq.m,153.1,220000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN DATOK TAMBY CHIK KARIM,July 2022,Leasehold,89,sq.m,89.2,210000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN DATOK TAMBY CHIK KARIM,August 2022,Leasehold,89,sq.m,89.19,225000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN DATOK TAMBY CHIK KARIM,September 2022,Leasehold,89,sq.m,89.19,200000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN DATOK TAMBY CHIK KARIM,October 2022,Leasehold,89,sq.m,78.41,220000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN DATOK TAMBY CHIK KARIM,October 2022,Leasehold,190,sq.m,89.19,400000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN DATOK TAMBY CHIK KARIM,November 2022,Leasehold,89,sq.m,74.69,250000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN DATOK TAMBY CHIK KARIM,November 2022,Leasehold,89,sq.m,89.19,240000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN DATOK TAMBY CHIK KARIM,December 2022,Leasehold,89,sq.m,89.19,250000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN DATOK TAMBY CHIK KARIM,December 2022,Leasehold,89,sq.m,89.19,225000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN DATOK TAMBY CHIK KARIM,December 2022,Leasehold,89,sq.m,89.19,200000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN DATUK TAMBY CHIK KARIM FASA 2 & 3,March 2022,Leasehold,89,sq.m,78.87,225000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN DATUK TAMBY CHIK KARIM FASA 2 & 3,October 2022,Leasehold,89,sq.m,78.87,230000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN DATUK TAMBY CHIK KARIM FASA 2 & 3,November 2022,Leasehold,253,sq.m,89.19,335000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN MELAKA BARU,January 2022,Leasehold,109,sq.m,107.02,260000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN MELAKA BARU,July 2022,Leasehold,134,sq.m,83.43,270000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN MELAKA BARU,October 2022,Leasehold,104,sq.m,83.43,200000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN MELAKA BARU FASA 3A,January 2022,Leasehold,89,sq.m,83.43,250000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN MELAKA BARU FASA 3A,January 2022,Leasehold,121,sq.m,115.76,280000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN MELAKA BARU FASA 3A,May 2022,Leasehold,104,sq.m,83.43,260000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN MELAKA BARU FASA 3A,July 2022,Leasehold,104,sq.m,83.43,180000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN MELAKA BARU FASA 3A,December 2022,Leasehold,109,sq.m,107.02,310000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN MERDEKA,June 2022,Leasehold,241,sq.m,129.78,320000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN MERDEKA,August 2022,Leasehold,257,sq.m,129.78,320000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN MERDEKA,September 2022,Leasehold,143,sq.m,129.78,405000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN MERDEKA,September 2022,Leasehold,345,sq.m,129.78,450000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN MERDEKA,November 2022,Leasehold,89,sq.m,87.05,248000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN MERDEKA,December 2022,Leasehold,89,sq.m,87.05,280000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN MERDEKA,December 2022,Leasehold,143,sq.m,129.78,450000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN MERDEKA FASA 1D,March 2022,Leasehold,89,sq.m,87.05,280000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN MERDEKA FASA 1D,March 2022,Leasehold,89,sq.m,87.05,260000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN MERDEKA FASA 1D,July 2022,Leasehold,89,sq.m,87.05,220000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN MERDEKA FASA 1D,August 2022,Leasehold,164,sq.m,165.51,400000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN MERDEKA JAYA (AERONOTIK TAIPAN),February 2022,Leasehold,130,sq.m,122.52,280000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN MERDEKA JAYA (AERONOTIK TAIPAN),March 2022,Leasehold,239,sq.m,122.52,315000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN MERDEKA JAYA (AERONOTIK TAIPAN),June 2022,Leasehold,242,sq.m,122.52,450000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN MERDEKA JAYA (AERONOTIK TAIPAN),August 2022,Freehold,213,sq.m,105.54,450000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN MERDEKA JAYA (AERONOTIK TAIPAN),August 2022,Leasehold,213,sq.m,122.52,380000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN MERDEKA JAYA (AERONOTIK TAIPAN),September 2022,Leasehold,111,sq.m,122.52,350000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN MERDEKA JAYA (AERONOTIK TAIPAN),September 2022,Leasehold,179,sq.m,122.52,450000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN MERDEKA JAYA (AERONOTIK TAIPAN),October 2022,Leasehold,143,sq.m,170.94,400000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN MERDEKA JAYA (AERONOTIK TAIPAN),December 2022,Leasehold,121,sq.m,152.69,250000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN MERDEKA JAYA (AERONOTIK TAIPAN),December 2022,Leasehold,163,sq.m,171.64,460000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN MERDEKA PERMAI,April 2022,Leasehold,143,sq.m,186.98,518000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN MERDEKA PERMAI,April 2022,Leasehold,156,sq.m,187.55,615000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN MERDEKA PERMAI,June 2022,Leasehold,143,sq.m,186.78,528000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN MERDEKA PERMAI,June 2022,Leasehold,143,sq.m,186.78,498000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN MERDEKA PERMAI,August 2022,Leasehold,143,sq.m,186.78,518000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN MERDEKA PERMAI,December 2022,Leasehold,143,sq.m,186.78,538000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN PADANG BALANG,December 2022,Freehold,143,sq.m,195.78,480000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN SERI JATI,April 2022,Freehold,130,sq.m,119.7,380000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN SERI JATI,August 2022,Freehold,100,sq.m,119.7,320000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN SERI JATI,September 2022,Freehold,100,sq.m,119.7,386000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN SERI JATI,September 2022,Freehold,130,sq.m,119.7,418000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN SERI JATI,September 2022,Freehold,341,sq.m,251.15,618000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN SERI SELENDANG,July 2022,Freehold,130,sq.m,130.06,400000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN SERI SELENDANG,September 2022,Freehold,102,sq.m,108.7,398000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN SERI SELENDANG,October 2022,Freehold,130,sq.m,130.06,428000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN SUTERA BELIA,March 2022,Leasehold,133,sq.m,176.19,430000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN SUTERA BELIA,August 2022,Leasehold,133,sq.m,176.19,480000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN SUTERA WANGI,January 2022,Leasehold,156,sq.m,182.85,420000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN SUTERA WANGI,February 2022,Leasehold,195,sq.m,144.83,358000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN SUTERA WANGI,March 2022,Leasehold,130,sq.m,137.31,320000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN SUTERA WANGI,March 2022,Leasehold,147,sq.m,144.83,465000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN SUTERA WANGI,June 2022,Leasehold,130,sq.m,144.83,303800
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN SUTERA WANGI,June 2022,Leasehold,156,sq.m,182.85,400000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN SUTERA WANGI,November 2022,Leasehold,156,sq.m,109.65,260000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN SUTERA WANGI,November 2022,Leasehold,156,sq.m,182.85,400000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN SUTERA WANGI,November 2022,Leasehold,235,sq.m,182.85,415000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Bt Berendam,TAMAN SUTERA WANGI,December 2022,Leasehold,156,sq.m,182.85,415000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Cheng,TAMAN BERTAM JAYA  FASA 3,July 2022,Freehold,143,sq.m,149.8,365000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Cheng,TAMAN BERTAM JAYA  FASA 3,July 2022,Freehold,143,sq.m,149.8,350000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Cheng,TAMAN BKT CHENG,February 2022,Freehold,121,sq.m,148.86,300000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Cheng,TAMAN BKT CHENG,March 2022,Freehold,121,sq.m,116.54,350000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Cheng,TAMAN BKT CHENG,March 2022,Freehold,133,sq.m,147.87,415888
2 - 2 1/2 Storey Terraced,Melaka Tengah,Cheng,TAMAN BKT CHENG,April 2022,Freehold,111,sq.m,135.63,350000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Cheng,TAMAN BKT CHENG,April 2022,Freehold,133,sq.m,147.87,415888
2 - 2 1/2 Storey Terraced,Melaka Tengah,Cheng,TAMAN BKT CHENG,April 2022,Freehold,139,sq.m,228.55,734888
2 - 2 1/2 Storey Terraced,Melaka Tengah,Cheng,TAMAN BKT CHENG,April 2022,Freehold,163,sq.m,135.63,380000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Cheng,TAMAN BKT CHENG,May 2022,Freehold,121,sq.m,145.86,450000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Cheng,TAMAN BKT CHENG,May 2022,Freehold,130,sq.m,152.7,435888
2 - 2 1/2 Storey Terraced,Melaka Tengah,Cheng,TAMAN BKT CHENG,May 2022,Freehold,182,sq.m,147.87,590000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Cheng,TAMAN BKT CHENG,July 2022,Freehold,121,sq.m,116.54,400000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Cheng,TAMAN BKT CHENG,July 2022,Freehold,121,sq.m,148.86,300000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Cheng,TAMAN BKT CHENG,August 2022,Freehold,121,sq.m,116.54,460000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Cheng,TAMAN BKT CHENG,October 2022,Freehold,121,sq.m,116.54,240000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Cheng,TAMAN BKT CHENG,November 2022,Freehold,199,sq.m,143.3,489888
2 - 2 1/2 Storey Terraced,Melaka Tengah,Cheng,TAMAN CHENG BARU,March 2022,Freehold,143,sq.m,125.6,360000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Cheng,TAMAN CHENG BARU,April 2022,Freehold,143,sq.m,149.8,363000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Cheng,TAMAN CHENG BARU,June 2022,Freehold,143,sq.m,129.8,350000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Cheng,TAMAN CHENG BARU,October 2022,Leasehold,190,sq.m,174.57,400000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Cheng,TAMAN CHENG PERDANA,April 2022,Freehold,128,sq.m,135.6,380000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Cheng,TAMAN CHENG PERDANA,April 2022,Freehold,128,sq.m,144.79,310000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Cheng,TAMAN CHENG PERDANA,April 2022,Freehold,153,sq.m,161.6,450000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Cheng,TAMAN CHENG PERDANA,May 2022,Freehold,133,sq.m,144.79,398000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Cheng,TAMAN CHENG PERDANA,June 2022,Freehold,128,sq.m,131.17,460000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Cheng,TAMAN CHENG PERDANA,July 2022,Freehold,128,sq.m,135.6,380000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Cheng,TAMAN CHENG PERDANA,July 2022,Freehold,128,sq.m,136.4,350000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Cheng,TAMAN CHENG PERDANA,October 2022,Freehold,128,sq.m,136.4,345000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Cheng,TAMAN CHENG PERDANA,October 2022,Freehold,166,sq.m,198.46,495000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Cheng,TAMAN CHENG PERDANA,December 2022,Freehold,128,sq.m,144.79,400000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Cheng,TAMAN CHENG PERDANA,December 2022,Freehold,134,sq.m,156,440000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Cheng,TAMAN CHENG PERMAI,September 2022,Freehold,130,sq.m,134.84,280000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Cheng,TAMAN CHENG SETIA,January 2022,Freehold,130,sq.m,158.82,400000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Cheng,TAMAN CHENG SETIA,February 2022,Freehold,143,sq.m,175.7,450000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Cheng,TAMAN CHENG SETIA,March 2022,Freehold,143,sq.m,181.28,450000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Cheng,TAMAN CHENG SETIA,May 2022,Freehold,130,sq.m,159.72,435000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Cheng,TAMAN CHENG SETIA,August 2022,Freehold,143,sq.m,174.94,500000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Cheng,TAMAN CHENG SETIA,November 2022,Freehold,156,sq.m,159.72,500000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Cheng,TAMAN CHENG SETIA,November 2022,Freehold,156,sq.m,159.72,485000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Cheng,TAMAN CHENG SETIA,December 2022,Freehold,130,sq.m,170.11,350000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Cheng,TAMAN DESA CHENG PERDANA 1,January 2022,Freehold,158,sq.m,218.5,499000
2 - 2 1/2 Storey Terraced,Melaka Tengah,Cheng,TAMAN DESA CHENG PERDANA 1,March 2022,Freehold,153,sq.m,159.54,350000
